#,name,asof,volume,close_usd,sector_level1,sector_level2
92,Amazon Com,2000-04-06,120611960,3.2125000000000004,CONSUMER CYCLICALS,Retailers
93,Amazon Com,2000-04-07,121033980,3.3781250000000003,CONSUMER CYCLICALS,Retailers
94,Amazon Com,2000-04-10,90397980,3.16875,CONSUMER CYCLICALS,Retailers
95,Amazon Com,2000-04-11,94117980,3.16875,CONSUMER CYCLICALS,Retailers
96,Amazon Com,2000-04-12,173903980,2.81875,CONSUMER CYCLICALS,Retailers
97,Amazon Com,2000-04-13,213544000,2.4000000000000004,CONSUMER CYCLICALS,Retailers
98,Amazon Com,2000-04-14,401275940,2.34375,CONSUMER CYCLICALS,Retailers
99,Amazon Com,2000-04-17,243585940,2.353125,CONSUMER CYCLICALS,Retailers
100,Amazon Com,2000-04-18,214740000,2.746875,CONSUMER CYCLICALS,Retailers
101,Amazon Com,2000-04-19,107461960,2.671875,CONSUMER CYCLICALS,Retailers
102,Amazon Com,2000-04-20,98503980,2.6187500000000004,CONSUMER CYCLICALS,Retailers
103,Amazon Com,2000-04-21,0,2.6187500000000004,CONSUMER CYCLICALS,Retailers
104,Amazon Com,2000-04-24,133865940,2.490625,CONSUMER CYCLICALS,Retailers
105,Amazon Com,2000-04-25,142880000,2.621875,CONSUMER CYCLICALS,Retailers
106,Amazon Com,2000-04-26,239337980,2.6750000000000003,CONSUMER CYCLICALS,Retailers
107,Amazon Com,2000-04-27,225280000,2.6437500000000003,CONSUMER CYCLICALS,Retailers
108,Amazon Com,2000-04-28,136513980,2.7593750000000004,CONSUMER CYCLICALS,Retailers
109,Amazon Com,2000-05-01,171563980,2.996875,CONSUMER CYCLICALS,Retailers
110,Amazon Com,2000-05-02,148551960,2.8062500000000004,CONSUMER CYCLICALS,Retailers
111,Amazon Com,2000-05-03,108495940,2.7062500000000003,CONSUMER CYCLICALS,Retailers
112,Amazon Com,2000-05-04,94503980,2.7531250000000003,CONSUMER CYCLICALS,Retailers
113,Amazon Com,2000-05-05,81218000,2.9250000000000003,CONSUMER CYCLICALS,Retailers
114,Amazon Com,2000-05-08,78988000,2.80078125,CONSUMER CYCLICALS,Retailers
115,Amazon Com,2000-05-09,91035940,2.8125,CONSUMER CYCLICALS,Retailers
116,Amazon Com,2000-05-10,174215940,2.6656250000000004,CONSUMER CYCLICALS,Retailers
117,Amazon Com,2000-05-11,111610000,2.7437500000000004,CONSUMER CYCLICALS,Retailers
118,Amazon Com,2000-05-12,79392000,2.6875,CONSUMER CYCLICALS,Retailers
119,Amazon Com,2000-05-15,82507980,2.803125,CONSUMER CYCLICALS,Retailers
120,Amazon Com,2000-05-16,128613980,2.953125,CONSUMER CYCLICALS,Retailers
121,Amazon Com,2000-05-17,139965940,3.0500000000000003,CONSUMER CYCLICALS,Retailers
122,Amazon Com,2000-05-18,94493980,2.7687500000000003,CONSUMER CYCLICALS,Retailers
123,Amazon Com,2000-05-19,92207980,2.63125,CONSUMER CYCLICALS,Retailers
124,Amazon Com,2000-05-22,165470000,2.59375,CONSUMER CYCLICALS,Retailers
125,Amazon Com,2000-05-23,116731960,2.334375,CONSUMER CYCLICALS,Retailers
126,Amazon Com,2000-05-24,233294000,2.428125,CONSUMER CYCLICALS,Retailers
127,Amazon Com,2000-05-25,98381960,2.275,CONSUMER CYCLICALS,Retailers
128,Amazon Com,2000-05-26,71996000,2.325,CONSUMER CYCLICALS,Retailers
129,Amazon Com,2000-05-29,0,2.325,CONSUMER CYCLICALS,Retailers
130,Amazon Com,2000-05-30,112260000,2.5875000000000004,CONSUMER CYCLICALS,Retailers
131,Amazon Com,2000-05-31,137631960,2.4156250000000004,CONSUMER CYCLICALS,Retailers
132,Amazon Com,2000-06-01,152443980,2.5093750000000004,CONSUMER CYCLICALS,Retailers
133,Amazon Com,2000-06-02,166411960,2.8937500000000003,CONSUMER CYCLICALS,Retailers
134,Amazon Com,2000-06-05,136217980,2.725,CONSUMER CYCLICALS,Retailers
135,Amazon Com,2000-06-06,97047980,2.528125,CONSUMER CYCLICALS,Retailers
136,Amazon Com,2000-06-07,76818000,2.590625,CONSUMER CYCLICALS,Retailers
137,Amazon Com,2000-06-08,60796000,2.59375,CONSUMER CYCLICALS,Retailers
138,Amazon Com,2000-06-09,38440000,2.609375,CONSUMER CYCLICALS,Retailers
139,Amazon Com,2000-06-12,79700000,2.421875,CONSUMER CYCLICALS,Retailers
140,Amazon Com,2000-06-13,95745940,2.45,CONSUMER CYCLICALS,Retailers
141,Amazon Com,2000-06-14,100407980,2.321875,CONSUMER CYCLICALS,Retailers
142,Amazon Com,2000-06-15,71078000,2.3156250000000003,CONSUMER CYCLICALS,Retailers
143,Amazon Com,2000-06-16,61418000,2.3000000000000003,CONSUMER CYCLICALS,Retailers
144,Amazon Com,2000-06-19,103023980,2.265625,CONSUMER CYCLICALS,Retailers
145,Amazon Com,2000-06-20,123975940,2.30625,CONSUMER CYCLICALS,Retailers
146,Amazon Com,2000-06-21,71460000,2.303125,CONSUMER CYCLICALS,Retailers
147,Amazon Com,2000-06-22,210304000,2.1,CONSUMER CYCLICALS,Retailers
148,Amazon Com,2000-06-23,1036274000,1.69375,CONSUMER CYCLICALS,Retailers
149,Amazon Com,2000-06-26,423835940,1.6968750000000001,CONSUMER CYCLICALS,Retailers
150,Amazon Com,2000-06-27,352677980,1.8250000000000002,CONSUMER CYCLICALS,Retailers
151,Amazon Com,2000-06-28,297394000,1.89375,CONSUMER CYCLICALS,Retailers
152,Amazon Com,2000-06-29,179711960,1.8562500000000002,CONSUMER CYCLICALS,Retailers
153,Amazon Com,2000-06-30,128287980,1.815625,CONSUMER CYCLICALS,Retailers
154,Amazon Com,2000-07-03,35248000,1.85,CONSUMER CYCLICALS,Retailers
155,Amazon Com,2000-07-04,0,1.85,CONSUMER CYCLICALS,Retailers
156,Amazon Com,2000-07-05,84260000,1.8250000000000002,CONSUMER CYCLICALS,Retailers
157,Amazon Com,2000-07-06,135330000,1.803125,CONSUMER CYCLICALS,Retailers
158,Amazon Com,2000-07-07,77362000,1.8062500000000001,CONSUMER CYCLICALS,Retailers
159,Amazon Com,2000-07-10,84805940,1.753125,CONSUMER CYCLICALS,Retailers
160,Amazon Com,2000-07-11,197361960,1.65625,CONSUMER CYCLICALS,Retailers
161,Amazon Com,2000-07-12,225290000,1.753125,CONSUMER CYCLICALS,Retailers
162,Amazon Com,2000-07-13,171895940,1.75,CONSUMER CYCLICALS,Retailers
163,Amazon Com,2000-07-14,448654000,2.125,CONSUMER CYCLICALS,Retailers
164,Amazon Com,2000-07-17,130573980,2.05625,CONSUMER CYCLICALS,Retailers
165,Amazon Com,2000-07-18,159150000,2.0875,CONSUMER CYCLICALS,Retailers
166,Amazon Com,2000-07-19,94835940,2.04375,CONSUMER CYCLICALS,Retailers
167,Amazon Com,2000-07-20,138911960,2.015625,CONSUMER CYCLICALS,Retailers
168,Amazon Com,2000-07-21,94257980,2.05625,CONSUMER CYCLICALS,Retailers
169,Amazon Com,2000-07-24,115561960,1.9375,CONSUMER CYCLICALS,Retailers
170,Amazon Com,2000-07-25,554877980,1.88125,CONSUMER CYCLICALS,Retailers
171,Amazon Com,2000-07-26,309041960,1.803125,CONSUMER CYCLICALS,Retailers
172,Amazon Com,2000-07-27,471534000,1.56875,CONSUMER CYCLICALS,Retailers
173,Amazon Com,2000-07-28,248884000,1.5,CONSUMER CYCLICALS,Retailers
174,Amazon Com,2000-07-31,189567980,1.50625,CONSUMER CYCLICALS,Retailers
175,Amazon Com,2000-08-01,162815940,1.5125000000000002,CONSUMER CYCLICALS,Retailers
176,Amazon Com,2000-08-02,99040000,1.5406250000000001,CONSUMER CYCLICALS,Retailers
177,Amazon Com,2000-08-03,102873980,1.5750000000000002,CONSUMER CYCLICALS,Retailers
178,Amazon Com,2000-08-04,97413980,1.625,CONSUMER CYCLICALS,Retailers
179,Amazon Com,2000-08-07,88035940,1.690625,CONSUMER CYCLICALS,Retailers
180,Amazon Com,2000-08-08,101011960,1.646875,CONSUMER CYCLICALS,Retailers
181,Amazon Com,2000-08-09,177431960,1.5437500000000002,CONSUMER CYCLICALS,Retailers
182,Amazon Com,2000-08-10,121441960,1.521875,CONSUMER CYCLICALS,Retailers
183,Amazon Com,2000-08-11,182197980,1.6843750000000002,CONSUMER CYCLICALS,Retailers
184,Amazon Com,2000-08-14,124323980,1.7437500000000001,CONSUMER CYCLICALS,Retailers
185,Amazon Com,2000-08-15,169921960,1.878125,CONSUMER CYCLICALS,Retailers
186,Amazon Com,2000-08-16,192833980,1.9312500000000001,CONSUMER CYCLICALS,Retailers
187,Amazon Com,2000-08-17,99473980,1.9125,CONSUMER CYCLICALS,Retailers
188,Amazon Com,2000-08-18,147325940,1.9500000000000002,CONSUMER CYCLICALS,Retailers
189,Amazon Com,2000-08-21,80770000,1.875,CONSUMER CYCLICALS,Retailers
190,Amazon Com,2000-08-22,70142000,1.8250000000000002,CONSUMER CYCLICALS,Retailers
191,Amazon Com,2000-08-23,94405940,1.940625,CONSUMER CYCLICALS,Retailers
192,Amazon Com,2000-08-24,94390000,1.96875,CONSUMER CYCLICALS,Retailers
193,Amazon Com,2000-08-25,54160000,1.9968750000000002,CONSUMER CYCLICALS,Retailers
194,Amazon Com,2000-08-28,183557980,1.95625,CONSUMER CYCLICALS,Retailers
195,Amazon Com,2000-08-29,90335940,1.9812500000000002,CONSUMER CYCLICALS,Retailers
196,Amazon Com,2000-08-30,258381960,2.146875,CONSUMER CYCLICALS,Retailers
197,Amazon Com,2000-08-31,92263980,2.075,CONSUMER CYCLICALS,Retailers
198,Amazon Com,2000-09-01,66914000,2.075,CONSUMER CYCLICALS,Retailers
199,Amazon Com,2000-09-04,0,2.075,CONSUMER CYCLICALS,Retailers
200,Amazon Com,2000-09-05,203250000,2.2843750000000003,CONSUMER CYCLICALS,Retailers
201,Amazon Com,2000-09-06,284805940,2.29375,CONSUMER CYCLICALS,Retailers
202,Amazon Com,2000-09-07,148133980,2.1750000000000003,CONSUMER CYCLICALS,Retailers
203,Amazon Com,2000-09-08,101681960,2.146875,CONSUMER CYCLICALS,Retailers
204,Amazon Com,2000-09-11,108931960,2.11875,CONSUMER CYCLICALS,Retailers
205,Amazon Com,2000-09-12,76422000,2.134375,CONSUMER CYCLICALS,Retailers
206,Amazon Com,2000-09-13,81466000,2.121875,CONSUMER CYCLICALS,Retailers
207,Amazon Com,2000-09-14,139151960,2.24375,CONSUMER CYCLICALS,Retailers
208,Amazon Com,2000-09-15,123591960,2.18125,CONSUMER CYCLICALS,Retailers
209,Amazon Com,2000-09-18,88890000,2.140625,CONSUMER CYCLICALS,Retailers
210,Amazon Com,2000-09-19,145351960,2.0375,CONSUMER CYCLICALS,Retailers
211,Amazon Com,2000-09-20,194847980,1.875,CONSUMER CYCLICALS,Retailers
212,Amazon Com,2000-09-21,148307980,2.0031250000000003,CONSUMER CYCLICALS,Retailers
213,Amazon Com,2000-09-22,119917980,2.071875,CONSUMER CYCLICALS,Retailers
214,Amazon Com,2000-09-25,109197980,2.0187500000000003,CONSUMER CYCLICALS,Retailers
215,Amazon Com,2000-09-26,85207980,1.9875,CONSUMER CYCLICALS,Retailers
216,Amazon Com,2000-09-27,200604000,1.89375,CONSUMER CYCLICALS,Retailers
217,Amazon Com,2000-09-28,117110000,2,CONSUMER CYCLICALS,Retailers
218,Amazon Com,2000-09-29,130331960,1.921875,CONSUMER CYCLICALS,Retailers
219,Amazon Com,2000-10-02,109551960,1.7937500000000002,CONSUMER CYCLICALS,Retailers
220,Amazon Com,2000-10-03,107571960,1.753125,CONSUMER CYCLICALS,Retailers
221,Amazon Com,2000-10-04,156800000,1.8,CONSUMER CYCLICALS,Retailers
222,Amazon Com,2000-10-05,139305940,1.678125,CONSUMER CYCLICALS,Retailers
223,Amazon Com,2000-10-06,177400000,1.578125,CONSUMER CYCLICALS,Retailers
224,Amazon Com,2000-10-09,254535940,1.503125,CONSUMER CYCLICALS,Retailers
225,Amazon Com,2000-10-10,145130000,1.521875,CONSUMER CYCLICALS,Retailers
226,Amazon Com,2000-10-11,157723980,1.390625,CONSUMER CYCLICALS,Retailers
227,Amazon Com,2000-10-12,160537980,1.25625,CONSUMER CYCLICALS,Retailers
228,Amazon Com,2000-10-13,152567980,1.421875,CONSUMER CYCLICALS,Retailers
229,Amazon Com,2000-10-16,142920000,1.2156250000000002,CONSUMER CYCLICALS,Retailers
230,Amazon Com,2000-10-17,302761960,1.096875,CONSUMER CYCLICALS,Retailers
231,Amazon Com,2000-10-18,375641960,1.25625,CONSUMER CYCLICALS,Retailers
232,Amazon Com,2000-10-19,217360000,1.3875000000000002,CONSUMER CYCLICALS,Retailers
233,Amazon Com,2000-10-20,232374000,1.5406250000000001,CONSUMER CYCLICALS,Retailers
234,Amazon Com,2000-10-23,203900000,1.5,CONSUMER CYCLICALS,Retailers
235,Amazon Com,2000-10-24,265357980,1.4781250000000001,CONSUMER CYCLICALS,Retailers
236,Amazon Com,2000-10-25,571181960,1.59375,CONSUMER CYCLICALS,Retailers
237,Amazon Com,2000-10-26,356354000,1.84375,CONSUMER CYCLICALS,Retailers
238,Amazon Com,2000-10-27,247327980,1.78125,CONSUMER CYCLICALS,Retailers
239,Amazon Com,2000-10-30,250167980,1.64375,CONSUMER CYCLICALS,Retailers
240,Amazon Com,2000-10-31,198341960,1.83125,CONSUMER CYCLICALS,Retailers
241,Amazon Com,2000-11-01,221974000,1.8687500000000001,CONSUMER CYCLICALS,Retailers
242,Amazon Com,2000-11-02,139777980,1.9875,CONSUMER CYCLICALS,Retailers
243,Amazon Com,2000-11-03,119205940,1.878125,CONSUMER CYCLICALS,Retailers
244,Amazon Com,2000-11-06,128873980,1.828125,CONSUMER CYCLICALS,Retailers
245,Amazon Com,2000-11-07,109911960,1.846875,CONSUMER CYCLICALS,Retailers
246,Amazon Com,2000-11-08,116635940,1.69375,CONSUMER CYCLICALS,Retailers
247,Amazon Com,2000-11-09,143381960,1.5625,CONSUMER CYCLICALS,Retailers
248,Amazon Com,2000-11-10,105080000,1.503125,CONSUMER CYCLICALS,Retailers
249,Amazon Com,2000-11-13,167547960,1.390625,CONSUMER CYCLICALS,Retailers
250,Amazon Com,2000-11-14,156707980,1.4468750000000001,CONSUMER CYCLICALS,Retailers
251,Amazon Com,2000-11-15,105217980,1.475,CONSUMER CYCLICALS,Retailers
252,Amazon Com,2000-11-16,82653980,1.390625,CONSUMER CYCLICALS,Retailers
253,Amazon Com,2000-11-17,99920000,1.3718750000000002,CONSUMER CYCLICALS,Retailers
254,Amazon Com,2000-11-20,128721960,1.2906250000000001,CONSUMER CYCLICALS,Retailers
255,Amazon Com,2000-11-21,123900000,1.2125000000000001,CONSUMER CYCLICALS,Retailers
256,Amazon Com,2000-11-22,237534000,1.2593750000000001,CONSUMER CYCLICALS,Retailers
257,Amazon Com,2000-11-23,0,1.2593750000000001,CONSUMER CYCLICALS,Retailers
258,Amazon Com,2000-11-24,152777980,1.4468750000000001,CONSUMER CYCLICALS,Retailers
259,Amazon Com,2000-11-27,128200000,1.4000000000000001,CONSUMER CYCLICALS,Retailers
260,Amazon Com,2000-11-28,226541960,1.2515625000000001,CONSUMER CYCLICALS,Retailers
261,Amazon Com,2000-11-29,229150000,1.346875,CONSUMER CYCLICALS,Retailers
262,Amazon Com,2000-11-30,262444000,1.234375,CONSUMER CYCLICALS,Retailers
263,Amazon Com,2000-12-01,155123980,1.2312500000000002,CONSUMER CYCLICALS,Retailers
264,Amazon Com,2000-12-04,165095940,1.328125,CONSUMER CYCLICALS,Retailers
265,Amazon Com,2000-12-05,199265940,1.26875,CONSUMER CYCLICALS,Retailers
266,Amazon Com,2000-12-06,176515940,1.1812500000000001,CONSUMER CYCLICALS,Retailers
267,Amazon Com,2000-12-07,212907980,1.06875,CONSUMER CYCLICALS,Retailers
268,Amazon Com,2000-12-08,259395940,1.171875,CONSUMER CYCLICALS,Retailers
269,Amazon Com,2000-12-11,218084000,1.265625,CONSUMER CYCLICALS,Retailers
270,Amazon Com,2000-12-12,146135940,1.2937500000000002,CONSUMER CYCLICALS,Retailers
271,Amazon Com,2000-12-13,125635940,1.1875,CONSUMER CYCLICALS,Retailers
272,Amazon Com,2000-12-14,140415940,1.1343750000000001,CONSUMER CYCLICALS,Retailers
273,Amazon Com,2000-12-15,174273980,1.14375,CONSUMER CYCLICALS,Retailers
274,Amazon Com,2000-12-18,320704000,0.99375,CONSUMER CYCLICALS,Retailers
275,Amazon Com,2000-12-19,264390000,0.9125000000000001,CONSUMER CYCLICALS,Retailers
276,Amazon Com,2000-12-20,441014000,0.8343750000000001,CONSUMER CYCLICALS,Retailers
277,Amazon Com,2000-12-21,177027980,0.759375,CONSUMER CYCLICALS,Retailers
278,Amazon Com,2000-12-22,187765940,0.7781250000000001,CONSUMER CYCLICALS,Retailers
279,Amazon Com,2000-12-25,0,0.7781250000000001,CONSUMER CYCLICALS,Retailers
280,Amazon Com,2000-12-26,180260000,0.846875,CONSUMER CYCLICALS,Retailers
281,Amazon Com,2000-12-27,131975940,0.84375,CONSUMER CYCLICALS,Retailers
282,Amazon Com,2000-12-28,169111960,0.86875,CONSUMER CYCLICALS,Retailers
283,Amazon Com,2000-12-29,197375940,0.7781250000000001,CONSUMER CYCLICALS,Retailers
284,Amazon Com,2001-01-01,0,0.7781250000000001,CONSUMER CYCLICALS,Retailers
285,Amazon Com,2001-01-02,184070000,0.6937500000000001,CONSUMER CYCLICALS,Retailers
286,Amazon Com,2001-01-03,293620000,0.878125,CONSUMER CYCLICALS,Retailers
287,Amazon Com,2001-01-04,212424000,0.775,CONSUMER CYCLICALS,Retailers
288,Amazon Com,2001-01-05,175995940,0.728125,CONSUMER CYCLICALS,Retailers
289,Amazon Com,2001-01-08,201547980,0.7468750000000001,CONSUMER CYCLICALS,Retailers
290,Amazon Com,2001-01-09,469104000,0.8187500000000001,CONSUMER CYCLICALS,Retailers
291,Amazon Com,2001-01-10,220050000,0.8250000000000001,CONSUMER CYCLICALS,Retailers
292,Amazon Com,2001-01-11,255174000,0.8500000000000001,CONSUMER CYCLICALS,Retailers
293,Amazon Com,2001-01-12,168703980,0.884375,CONSUMER CYCLICALS,Retailers
294,Amazon Com,2001-01-15,0,0.884375,CONSUMER CYCLICALS,Retailers
295,Amazon Com,2001-01-16,120340000,0.9031250000000001,CONSUMER CYCLICALS,Retailers
296,Amazon Com,2001-01-17,183360000,0.9187500000000001,CONSUMER CYCLICALS,Retailers
297,Amazon Com,2001-01-18,82315940,0.9750000000000001,CONSUMER CYCLICALS,Retailers
298,Amazon Com,2001-01-19,123550000,0.9968750000000001,CONSUMER CYCLICALS,Retailers
299,Amazon Com,2001-01-22,87971960,0.925,CONSUMER CYCLICALS,Retailers
300,Amazon Com,2001-01-23,94917980,0.9476562500000001,CONSUMER CYCLICALS,Retailers
301,Amazon Com,2001-01-24,276967980,1.09375,CONSUMER CYCLICALS,Retailers
302,Amazon Com,2001-01-25,141345940,0.9500000000000001,CONSUMER CYCLICALS,Retailers
303,Amazon Com,2001-01-26,101891960,0.9750000000000001,CONSUMER CYCLICALS,Retailers
304,Amazon Com,2001-01-29,154260000,1.00625,CONSUMER CYCLICALS,Retailers
305,Amazon Com,2001-01-30,245465940,0.946875,CONSUMER CYCLICALS,Retailers
306,Amazon Com,2001-01-31,409515940,0.8656250000000001,CONSUMER CYCLICALS,Retailers
307,Amazon Com,2001-02-01,189383980,0.8125,CONSUMER CYCLICALS,Retailers
